Genetic_ID	Master_ID	Skeletal_code	Skeletal_element	Year_data	Publication	Method_for	Date_mean	Date_standard	Full_Date	Age_at	Group_ID	Locality	Political_Entity	Lat.	Long.	Pulldown_Strategy	Data_source	No._Libraries	1240k_coverage	SNPs_hit_1240k	SNPs_hit_HO	Molecular_Sex	Family_ID	Y_haplogroup_terminal	Y_haplogroup_ISOGG_curation	mtDNA_coverage	mtDNA_haplogroup	mtDNA_match	Damage_rate	Sex_ratio	Library_type	Libraries	ASSESSMENT	ASSESSMENT_WARNINGS	Unnamed:_35
I17263	I17263	DA 75; P. 807; Deposit 27	petrous	2021	PattersonNature2021	Direct: IntCal20	2114	75	346-52 calBCE (2133±26 BP, OxA-25958)	..	England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	1	2.311133	657386	361366	F	n/a (no relatives detected)	n/a (female)	n/a (female)	317.3	J1c1c	[0.981,0.997]	0.112	0.013803495	ds.half	S17263.Y1.E1.L1	PASS	..	
I17264	I17264	DA 75; Deposit 28; Pit 829 | DA 75; Deposit 29; Pit 829	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2225	101	450-100 BCE	..	England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	2	5.545029	791282	436965	M	n/a (no relatives detected)	R-Z2185	R1b1a1b1a1a2c1	391.228499	U2e1f1	[0.977,0.993]	0.121	0.453	ds.half,ds.half	S17264.Y1.E1.L1,S17265.Y1.E1.L1	PASS	..	
I17266	I17266	DA 82; Deposit 214; Pit 1993	petrous	2021	PattersonNature2021	Direct: IntCal20	2183	80	355-60 calBCE (2162±27 BP, OxA-25956)	..	England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	1	0.081605	89627	48483	F	n/a (no relatives detected)	n/a (female)	n/a (female)	10	U5b1b1+@16192	[0.888,0.966]	0.222	0.01768832	ds.half	S17266.Y1.E1.L1	PASS	mtcontam=[0.888,0.966]	
I17267	I17267	DA 76; Deposit 40; Pit 923	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2225	101	450-100 BCE	..	England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	1	2.605157	667444	367274	F	n/a (no relatives detected)	n/a (female)	n/a (female)	282.5	V	[0.979,0.997]	0.104	0.014520782	ds.half	S17267.Y1.E1.L1	PASS	..	
I19040	I19040	GENLAB 317 (WD78 508)	tooth (molar)	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	20-25	England_MIA_LIA	England, Hampshire, Winnall Down	United Kingdom	51.07	-1.29	Repulldown on 3.2M snpset	1240K	1	0.125	118425	61667	F	n/a (no relatives detected)	n/a (female)	n/a (female)	31.12	H1m	[0.967,0.992]	0.062	0.014	ss.half	S19040.Y1.E1.L1	PASS	damage.ss.half=0.062	
I19042	I19042	GENLAB 319 (WD78 629)	tooth (molar)	2021	PattersonNature2021	Direct: IntCal20	2245	127	715-48 calBCE (2250±90 BP, HAR-2937)	17-25	England_MIA_LIA	England, Hampshire, Winnall Down	United Kingdom	51.07	-1.29	Repulldown on 3.2M snpset	1240K	1	3.056	813006	438371	F	n/a (no relatives detected)	n/a (female)	n/a (female)	125.8	T2b33	[0.990,0.999]	0.061	0.009	ss.half	S19042.Y1.E1.L1	PASS	damage.ss.half=0.061	
I19657	I19657	GENLAB 70 (con. 1061, cat. 1001, F.1021)	petrous	2021	PattersonNature2021	Direct: IntCal20	2183	81	356-59 calBCE (2163±29 BP, SUERC-73827)	..	England_MIA_LIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	4.516	861259	463900	F	n/a (no relatives detected)	n/a (female)	n/a (female)	144.7	H5s	[0.979,0.997]	0.117	0.01	ss.half	S19657.Y1.E1.L1	PASS	..	
I19854	I19854	GENLAB 35 (misc; 104-10 1996)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_MIA_LIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	3.095	722063	390332	F	n/a (no relatives detected)	n/a (female)	n/a (female)	133.5	J1c2a2	[0.994,1.000]	0.185	0.02	ss.half	S19854.Y1.E1.L1	PASS	..	
I19855	I19855	GENLAB 36 (A1118 (A1773))	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_MIA_LIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.941	528260	281402	M	n/a (no relatives detected)	R-L21	R1b1a1b1a1a2c1	75.51	H1ak1	[0.960,0.984]	0.138	0.438	ss.half	S19855.Y1.E1.L1	PASS	..	
I20621	I20621	CE053	bone (cranial)	2021	PattersonNature2021	Context: Date(s) from same site (I20625, I20626, I20628, I20622, I20624, I20627, I20620)	2175	101	400-50 BCE	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.682	495355	266141	F	n/a (no relatives detected)	n/a (female)	n/a (female)	110.6	T2c1d1	[0.989,0.999]	0.151	0.008	ss.half	S20621.E1.L1	PASS	..	
I20622	I20622	CE054	petrous	2021	PattersonNature2021	Direct: IntCal20	2186	80	357-60 calBCE (2165±30 BP, SUERC-31494)	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	2.584	748925	405901	M	n/a (no relatives detected)	I-Y3684	I2a1b1a1a1b1a	139.9	T2c1d1	[0.983,0.995]	0.153	0.436	ss.half	S20622.E1.L1	PASS	..	
I20624	I20624	CE056	tooth (premolar)	2021	PattersonNature2021	Direct: IntCal20	2194	76	356-108 calBCE (2166±24 BP, OxA-23358)	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.157	159637	83828	M	n/a (no relatives detected)	R-M269	R1b1a1b	78.17	U2e1a1	[0.973,0.996]	0.169	0.409	ss.half	S20624.E1.L1	PASS	..	
I20625	I20625	CE057	bone (long bone)	2021	PattersonNature2021	Direct: IntCal20	2092	69	343-49 calBCE (2120±30 BP, SUERC-31498)	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.09	95919	51118	M	n/a (no relatives detected)	R-M269	R1b1a1b	23.5	T1a1	[0.975,0.995]	0.122	0.4	ss.half	S20625.E1.L1	PASS	..	
I20626	I20626	CE058	bone (long bone)	2021	PattersonNature2021	Direct: IntCal20	2118	74	346-53 calBCE (2135±23 BP, OxA-23359)	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.23	216362	116769	M	n/a (no relatives detected)	I-Y6098	I2a1b1b	101.6	H7b	[0.981,0.996]	0.114	0.392	ss.half	S20626.E1.L1	PASS	..	
I20628	I20628	CE060	petrous	2021	PattersonNature2021	Direct: IntCal20	2131	83	351-52 calBCE (2140±30 BP, SUERC-31499)	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.728	483034	258479	M	n/a (no relatives detected)	R-S5488	R1b1a1b1a1a2c1a5c	56.94	I2a	[0.992,1.000]	0.138	0.421	ss.half	S20628.E1.L1	PASS	..	
I20630_d	I20630	CE062	tooth (molar)	2021	PattersonNature2021	Context: Date(s) from same site (I20625, I20626, I20628, I20622, I20624, I20627, I20620)	2175	101	400-50 BCE	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.063	65524	33669	M	n/a (no relatives detected)	..	..	14.693222	H1au1b	[0.96,0.996]	0.958	0.414	ss.half	S20630.E1.L1	PASS	..	
I20634	I20634	CE066	bone (long bone)	2021	PattersonNature2021	Context: Date(s) from same site (I20625, I20626, I20628, I20622, I20624, I20627, I20620)	2175	101	400-50 BCE	..	England_MIA_LIA	England, Derbyshire, Fin Cop	United Kingdom	53.235833	-1.736944	Repulldown on 3.2M snpset	1240K	1	0.052	56107	30037	M	n/a (no relatives detected)	R-M269	R1b1a1b	23.94	K2b1a1a	[0.948,0.983]	0.141	0.399	ss.half	S20634.E1.L1	PASS	..	
I20982	I20982	SF 96/2; F. 455 Burial A	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I16609, I16611, I17261, I17262)	2176	130	450-1 BCE	..	England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	1.557	712177	393816	M	n/a (no relatives detected)	R-L20	R1b1a1b1a1a2b1	70.32	J1c3	[0.963,0.987]	0.087	0.419	ds.half	S20982.Y1.E2.L1	PASS	..	
I20983	I20983	SF 96; F. 454	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I16609, I16611, I17261, I17262)	2176	130	450-1 BCE	..	England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	1.121	642211	354081	F	n/a (no relatives detected)	n/a (female)	n/a (female)	72.52	H3b+16129	[0.983,0.999]	0.11	0.013	ds.half	S20983.Y1.E2.L1	PASS	..	
I20984	I20984	SF 96; F.453	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I16609, I16611, I17261, I17262)	2176	130	450-1 BCE	..	England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	1.699	725503	401649	F	n/a (no relatives detected)	n/a (female)	n/a (female)	93.45	H1j6	[0.965,0.987]	0.117	0.013	ds.half	S20984.Y1.E2.L1	PASS	..	
I20985	I20985	SF 96/2; F.445A	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I16609, I16611, I17261, I17262)	2176	130	450-1 BCE	..	England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	0.97	606538	335013	F	n/a (no relatives detected)	n/a (female)	n/a (female)	64.67	U4a3a	[0.987,0.998]	0.118	0.012	ds.half	S20985.Y1.E2.L1	PASS	..	
I20986	I20986	SF 96/2; F.447	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I16609, I16611, I17261, I17262)	2176	130	450-1 BCE	..	England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	1.329	685847	379039	F	n/a (no relatives detected)	n/a (female)	n/a (female)	89.14	HV0+195	[0.986,0.999]	0.123	0.012	ds.half	S20986.Y1.E2.L1	PASS	..	
I20987	I20987	SF 96; F. 439	petrous	2021	PattersonNature2021	Context: Date(s) from same site (I16609, I16611, I17261, I17262)	2176	130	450-1 BCE	infant	England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337	Repulldown on 3.2M snpset	1240K	1	0.472	415921	228851	M	n/a (no relatives detected)	R-DF63	R1b1a1b1a1a2c1	69.42	U5b2b3	[0.990,1.000]	0.069	0.404	ds.half	S20987.Y1.E2.L1	PASS	..	
I20988	I20988	DA 74; Deposit 26; Pit 639	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2225	101	450-100 BCE	..	England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	1	1.676	728671	403514	M	n/a (no relatives detected)	I-Y3684	I2a1b1a1a1b1a	92.7	T2b19	[0.964,0.983]	0.1	0.414	ds.half	S20988.Y1.E2.L1	PASS	..	
I20989	I20989	DA 78; Deposit 46; Pit 1015	petrous	2021	PattersonNature2021	Direct: IntCal20	2173	82	354-59 calBCE (2157±26 BP, OxA-25955)	..	England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093	Repulldown on 3.2M snpset	1240K	1	2.794	761368	419502	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	118.7	K1c1	[0.963,0.986]	0.112	0.428	ds.half	S20989.Y1.E2.L1	PASS	..	
I21271	I21271	GENLAB 340; 1133	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_MIA_LIA	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	51.74585	-1.416236	Repulldown on 3.2M snpset	1240K	1	5.465	890247	486741	F	n/a (no relatives detected)	n/a (female)	n/a (female)	222.4	W1c	[0.956,0.980]	0.128	0.01	ds.half	S21271.Y1.E2.L1	PASS	..	
I21272	I21272	GENLAB 341; 1339	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_MIA_LIA	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	51.74585	-1.416236	Repulldown on 3.2M snpset	1240K	1	1.632	766870	419010	M	n/a (no relatives detected)	R-S5488	R1b1a1b1a1a2c1a5c	152.4	V	[0.972,0.996]	0.171	0.409	ds.half	S21272.Y1.E2.L1	PASS	..	
I21274	I21274	GENLAB 343; 2144/B/1	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_MIA_LIA	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	51.74585	-1.416236	Repulldown on 3.2M snpset	1240K	1	5.503	872604	478257	F	n/a (no relatives detected)	n/a (female)	n/a (female)	270.8	K1a4a1	[0.967,0.986]	0.151	0.013	ds.half	S21274.Y1.E2.L1	PASS	..	
I21307	I21307	GENLAB 46 (4345; W4896)	petrous	2021	PattersonNature2021	Direct: IntCal20	2117	77	346-52 calBCE (2134±27 BP, SUERC-97430)	..	England_MIA_LIA	England, Wiltshire, Battlesbury Bowl	United Kingdom	51.217744	-2.136648	Repulldown on 3.2M snpset	1240K	1	0.403	347425	191863	M	n/a (no relatives detected)	R-L52	R1b1a1b1a1	46.02	H7d	[0.958,0.981]	0.139	0.403	ds.half	S21307.Y1.E3.L1	PASS	..	
I21308	I21308	GENLAB 47 (4322; W4896)	petrous	2021	PattersonNature2021	Direct: IntCal20	2058	108	356 calBCE - 110 calCE (2083±70 BP, NZA-13631)	..	England_MIA_LIA	England, Wiltshire, Battlesbury Bowl	United Kingdom	51.217744	-2.136648	Repulldown on 3.2M snpset	1240K	1	0.443	365842	202883	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	49.89	J1c1b	[0.957,0.985]	0.105	0.402	ds.half	S21308.Y1.E3.L1	PASS	..	
I21309	I21309	GENLAB 48 (4347; 44896)	petrous	2021	PattersonNature2021	Direct: IntCal20	2165	83	354-57 calBCE (2154±27 BP, SUERC-97431)	..	England_MIA_LIA	England, Wiltshire, Battlesbury Bowl	United Kingdom	51.217744	-2.136648	Repulldown on 3.2M snpset	1240K	1	7.689	827674	457629	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	190.8	X2b+226	[0.968,0.989]	0.09	0.45	ds.half	S21309.Y1.E1.L1	PASS	..	
I21310	I21310	GENLAB 49 (4346; W4896)	petrous	2021	PattersonNature2021	Direct: IntCal20	2115	119	386 calBCE - 58 calCE (2127±85 BP, NZA-13632)	..	England_MIA_LIA	England, Wiltshire, Battlesbury Bowl	United Kingdom	51.217744	-2.136648	Repulldown on 3.2M snpset	1240K	1	6.494	807211	447072	F	n/a (no relatives detected)	n/a (female)	n/a (female)	205.3	U4c1	[0.978,0.992]	0.097	0.014	ds.half	S21310.Y1.E1.L1	PASS	..	
I21311	I21311	GENLAB 50 (4251; W4896)	petrous	2021	PattersonNature2021	Direct: IntCal20	2078	58	336-49 calBCE (2112±27 BP, SUERC-97432)	..	England_MIA_LIA	England, Wiltshire, Battlesbury Bowl	United Kingdom	51.217744	-2.136648	Repulldown on 3.2M snpset	1240K	1	6.209	808244	447164	F	n/a (no relatives detected)	n/a (female)	n/a (female)	225.3	H16+152	[0.976,0.993]	0.108	0.017	ds.half	S21311.Y1.E1.L1	PASS	..	
I21312	I21312	GENLAB 53 (C.30)	petrous	2021	PattersonNature2021	Direct: IntCal20	2096	68	343-51 calBCE (2124±27 BP, SUERC-97418)	..	England_MIA_LIA	England, Wiltshire, Casterley Camp	United Kingdom	51.28086	-1.835571	Repulldown on 3.2M snpset	1240K	1	2.512	772427	426309	M	n/a (no relatives detected)	R-DF13	R1b1a1b1a1a2c1	109	J1b1a1	[0.949,0.975]	0.156	0.422	ds.half	S21312.Y1.E1.L1	PASS	mtcontam=[0.949,0.975]	
I19655	I19655	GENLAB 68 (con. 5867, cat. 1060, F.1531)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_MIA_LIA_alt	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842	Repulldown on 3.2M snpset	1240K	1	0.104	109483	56097	F	n/a (no relatives detected)	n/a (female)	n/a (female)	5.897	H1c3a	[0.808,0.939]	0.184	0.014	ss.half	S19655.Y1.E1.L1	PASS	mtcontam=[0.808,0.939]	
I19037	I19037	GENLAB 314 (WD78 174)	tooth (molar)	2021	PattersonNature2021	Context: Archaeological - Period	2200	87	400-100 BCE	adolescent	England_MIA_LIA_highEEF	England, Hampshire, Winnall Down	United Kingdom	51.07	-1.29	Repulldown on 3.2M snpset	1240K	1	0.042	45468	23244	F	n/a (no relatives detected)	n/a (female)	n/a (female)	20.43	J1b1a1b	[0.961,0.990]	0.086	0.01	ss.half	S19037.Y1.E1.L1	PASS	damage.ss.half=0.086	
I13681	I13681	GENLAB 8 (a22 SID7, Skeleton 21)	tooth (molar)	2021	PattersonNature2021	Context: Archaeological - Period	2175	101	400-50 BCE	..	England_MIA_LIA_lc	England, Somerset, Worlebury	United Kingdom	51.357334	-2.988282	Repulldown on 3.2M snpset	1240K	1	0.005051	5984	3232	M	n/a (no relatives detected)	..	..	6.596	H3b+16129	[0.900,0.985]	0.084	0.41	ds.half	S13681.E1.L1	PASS	..	
I16390	I16390	TB 204; 1991.789.7 (Skeleton 3100)	petrous	2021	PattersonNature2021	Context: Archaeological - Period	2050	116	300 BCE - 100 CE	..	England_MIA_LIA_lc	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	50.203523	-5.199698	Repulldown on 3.2M snpset	1240K	1	0.012834	14317	7553	F	n/a (no relatives detected)	n/a (female)	n/a (female)	1.518	n/a (<2x)	n/a (<2x)	0.133	0.023140496	ss.half	S16390.Y1.E1.L1	PASS	..	
I16596	I16596	GENLAB 7 (Box 482, Archtemp 51)	maxilla (tooth)	2021	PattersonNature2021	Context: Archaeological - Period	2175	101	400-50 BCE	..	England_MIA_LIA_lc	England, Somerset, Worlebury	United Kingdom	51.357334	-2.988282	Repulldown on 3.2M snpset	1240K	1	0.005079	5806	3164	M	n/a (no relatives detected)	..	..	5.942	H3b+16129	[0.901,0.982]	0.072	0.472826087	ds.half	S16596.Y1.E1.L1	PASS	..	
I12779	I12779	TB 107, CPC98-018b	petrous	2021	PattersonNature2021	Direct: IntCal20	2225	50	370-197 calBCE (2210±20 BP, PSUAMS-8290)	neonate	England_MIA_lowEEF	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	53.079803	-1.640942	Repulldown on 3.2M snpset	1240K	1	4.025661	877299	479376	F	n/a (no relatives detected)	n/a (female)	n/a (female)	909	T2b4c	[0.992,0.999]	0.049	0.007	ds.half	S12779.Y1.E1.L1	PASS	damage.ds.half=0.049	
I14378	I14378	56950; 3563; GENLAB 254	petrous	2021	PattersonNature2021	Direct: IntCal20	2264	63	400-208 calBCE (2275±30 BP, GrA-37911)	adult , 40-45	England_MIA_lowEEF	England, Kent, Cliffs End Farm	United Kingdom	51.329195	1.3693088	Repulldown on 3.2M snpset	1240K	1	3.226086	786899	433532	F	n/a (no relatives detected)	n/a (female)	n/a (female)	271.1	I2	[0.989,0.999]	0.148	0.01	ds.half	S14378.Y1.E1.L1	PASS	..	
SED001_noUDG	SED001	SH99 S1006	..	2022	GretzingerNature2022	Context: Historical - Period	1200	29	700-800 CE	..	England_Norfolk_AngloSaxon_Emedieval	England, Norfolk, Sedgeford	United Kingdom	52.899651	0.544309	Repulldown on 3.2M snpset	1240k	1	0.005531	21322	11503	F	n/a (no relatives detected)	n/a (female)	n/a (female)	1.066509747	..	..	0.2455	..	ss.minus	SED001	PASS	..	
SED007_noUDG	SED007	SH98 S0044	..	2022	GretzingerNature2022	Context: Historical - Period	1200	29	700-800 CE	..	England_Norfolk_AngloSaxon_EMedieval	England, Norfolk, Sedgeford	United Kingdom	52.899651	0.544309	Repulldown on 3.2M snpset	1240k	1	0.026297	98240	53012	M	n/a (no relatives detected)	..	I	3.642464844	H1a1	..	0.3086	..	ss.minus	SED007	PASS	..	
SED011_noUDG	SED011	SH10 S8002	..	2022	GretzingerNature2022	Context: Historical - Period	1200	29	700-800 CE	..	England_Norfolk_AngloSaxon_Emedieval	England, Norfolk, Sedgeford	United Kingdom	52.899651	0.544309	Repulldown on 3.2M snpset	1240k	1	0.007375	27186	14505	M	n/a (no relatives detected)	..	R	1.51373046	T2	..	0.3365	..	ss.minus	SED011	PASS	..	
HAD009	HAD009	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Hatherdene	United Kingdom	52.2	0.2	Repulldown on 3.2M snpset	1240K	..	1.5335	756285	410637	M	n/a (no relatives detected)	..	..	17.67161567	..	..	0.1013	..	ds.half	..	PASS	..	
HAD012	HAD012	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Hatherdene	United Kingdom	52.2	0.2	Repulldown on 3.2M snpset	1240K	..	2.3867	888191	480736	F	n/a (no relatives detected)	n/a (female)	n/a (female)	19.86704086	..	..	0.0736	..	ds.half	..	PASS	..	
HAD016	HAD016	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Hatherdene	United Kingdom	52.2	0.2	Repulldown on 3.2M snpset	1240K	..	1.36	740755	403734	M	n/a (no relatives detected)	..	..	5.490433943	..	..	0.0611	..	ds.half	..	PASS	..	
HAD017	HAD017	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Hatherdene	United Kingdom	52.2	0.2	Repulldown on 3.2M snpset	1240K	..	2.2167	861702	467543	M	n/a (no relatives detected)	..	..	22.65670831	..	..	0.0713	..	ds.half	..	PASS	..	
HAD018_noUDG	HAD018	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Cambridgeshire, Hatherdene	United Kingdom	52.2	0.2	Repulldown on 3.2M snpset	1240K	..	4.3053	795229	429408	M	n/a (no relatives detected)	..	..	11.0024745	..	..	0.2611	..	ss.minus	..	PASS	..	
LAK001_noUDG	LAK001	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	5.7718	879294	472931	M	n/a (no relatives detected)	..	..	17.99939646	..	..	0.2215	..	ss.minus	..	PASS	..	
LAK003_noUDG	LAK003	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	3.1875	735795	396453	M	n/a (no relatives detected)	..	..	5.18389764	..	..	0.3371	..	ss.minus	..	PASS	..	
LAK004_noUDG	LAK004	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	3.1773	746133	400352	M	n/a (no relatives detected)	..	..	4.076045627	..	..	0.3541	..	ss.minus	..	PASS	..	
LAK005_noUDG	LAK005	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	4.0845	794109	427173	F	n/a (no relatives detected)	n/a (female)	n/a (female)	6.907839942	..	..	0.2877	..	ss.minus	..	PASS	..	
LAK006_noUDG	LAK006	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	4.8169	837196	450617	M	n/a (no relatives detected)	..	..	9.360613193	..	..	0.2776	..	ss.minus	..	PASS	..	
LAK007_noUDG	LAK007	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	5.9322	886651	475997	M	n/a (no relatives detected)	..	..	8.920936689	..	..	0.2641	..	ss.minus	..	PASS	..	
LAK008_noUDG	LAK008	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	2.4082	687625	369831	F	n/a (no relatives detected)	n/a (female)	n/a (female)	3.772708069	..	..	0.3273	..	ss.minus	..	PASS	..	
LAK010_noUDG	LAK010	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	4.0404	791339	426305	M	n/a (no relatives detected)	..	..	6.516144607	..	..	0.3037	..	ss.minus	..	PASS	..	
LAK011_noUDG	LAK011	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	5.443	867861	465950	F	n/a (no relatives detected)	n/a (female)	n/a (female)	7.579274549	..	..	0.3056	..	ss.minus	..	PASS	..	
LAK012_noUDG	LAK012	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	5.6756	870324	468933	F	n/a (no relatives detected)	n/a (female)	n/a (female)	11.44818637	..	..	0.2282	..	ss.minus	..	PASS	..	
LAK013_noUDG	LAK013	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	3.3698	763643	410457	M	n/a (no relatives detected)	..	..	7.525137305	..	..	0.3639	..	ss.minus	..	PASS	..	
LAK015_noUDG	LAK015	..	..	2022	GretzingerNature2022	Context: Archaeological - Period	1200	202	400-1100 CE	..	England_Saxon	England, Suffolk, Lakenheath	United Kingdom	52.4	0.5	Repulldown on 3.2M snpset	1240K	..	2.6658	746427	401847	M	n/a (no relatives detected)	..	..	21.73854789	..	..	0.1608	..	ss.minus	..	PASS	..	
